Category,Project,Snapshots,TDR_Bugs,TDR_Smells,Overral_debts,KLOC
Quantum Algorithsm,EDLib,0,0.0,0.0,0.0,0.001
Quantum Algorithsm,EDLib,90,0.0,0.0,0.0,0.001
Quantum Algorithsm,EDLib,180,0.8108108108108109,4.054054054054054,4.615384615384616,0.037
Quantum Algorithsm,EDLib,270,0.6122448979591836,11.63265306122449,6.818181818181818,0.049
Quantum Algorithsm,EDLib,360,0.3614457831325301,8.674698795180722,4.385964912280701,0.083
Quantum Algorithsm,EDLib,450,0.17341040462427745,5.028901734104046,2.616279069767442,0.173
Quantum Algorithsm,EDLib,540,0.17341040462427745,5.028901734104046,1.7408123791102514,0.173
Quantum Algorithsm,EDLib,630,0.13157894736842105,7.105263157894736,2.214765100671141,0.228
Quantum Algorithsm,EDLib,720,0.13157894736842105,7.105263157894736,1.6957862281603289,0.228
Quantum Algorithsm,krotov,0,0.0,6.180257510729613,6.180257510729613,0.233
Quantum Algorithsm,krotov,90,0.012200081333875559,5.4412362749084995,4.981426448736999,2.459
Quantum Algorithsm,krotov,180,0.004422169811320755,5.178360849056604,3.710426340227944,6.784
Quantum Algorithsm,krotov,270,0.0043859649122807015,5.144736842105264,2.1586173081637656,6.84
Quantum Algorithsm,krotov,360,0.004060638873849486,5.108283703302654,1.5934019574755316,7.388
Quantum Algorithsm,krotov,450,0.003780241935483871,5.016381048387097,1.259165613147914,7.936
Quantum Algorithsm,krotov,540,0.0035680304471931495,5.1236917221693625,1.07645825009988,8.408
Quantum Algorithsm,netket,0,0.0,0.0,0.0,0.001
Quantum Algorithsm,netket,90,0.0,7.017543859649122,6.976744186046512,0.171
Quantum Algorithsm,netket,180,0.0,3.9164490861618804,2.7027027027027026,0.383
Quantum Algorithsm,netket,270,0.3456221198156682,4.735023041474655,3.8498472282845917,1.736
Quantum Algorithsm,netket,360,0.6183017312448474,3.93239901071723,2.3404706381174476,2.426
Quantum Algorithsm,netket,450,0.3177966101694915,4.586864406779661,1.8399788051397536,2.832
Quantum Algorithsm,netket,540,0.26331187829139846,4.520187244002341,1.4908361447980305,3.418
Quantum Algorithsm,netket,630,0.15071590052750566,3.6171816126601355,1.0034787262510034,3.981
Quantum Algorithsm,netket,720,0.2539981185324553,4.188146754468486,1.1651779104772244,5.315
Quantum Algorithsm,qrefine,0,0.0,0.0,0.0,0.001
Quantum Algorithsm,qrefine,90,2.6689098250336474,12.751009421265142,15.419504185620843,37.15
Quantum Algorithsm,qrefine,180,0.09677849959953724,2.516908427516241,1.4309553100524977,44.948
Quantum Algorithsm,qrefine,270,0.16056981699158038,2.7902093583383083,1.0969114451008601,48.577
Quantum Algorithsm,qrefine,360,0.16445073454661432,2.91645902685032,0.8546639903120385,50.167
Quantum Algorithsm,qrefine,450,0.18337551099863733,3.154759587307767,0.7384599484094344,51.37
