Category,Project,Snapshots,TDR_Bugs,TDR_Smells,Overral_debts,KLOC
Assembly,pyqgl2,0,0.0,0.0,0.0,0.001
Assembly,pyqgl2,90,2.4469005925827285,14.120114521605965,16.5659121171771,15.019
Assembly,pyqgl2,180,0.4540525887774465,5.978584982380049,3.8321580448942245,22.134
Assembly,pyqgl2,270,0.4934210526315789,8.117647058823529,3.532241165825317,25.84
Assembly,pyqgl2,360,0.8458646616541353,7.739175525019444,2.8225892381459774,30.856
Assembly,pyqgl2,450,0.8443596130827214,7.751609459415742,2.1297520859884096,30.911
Assembly,pyqgl2,540,0.799138008440334,6.232378557959953,1.4852818450800394,33.411
Assembly,pyqgl2,630,0.8061594202898551,5.953804347826087,1.1704096355310207,33.12
Assembly,pyqgl2,720,0.8061594202898551,5.395833333333333,0.9153253836693225,33.12
Assembly,pyqgl2,810,0.0,0.0,0.0,33.12
Assembly,pyqgl2,900,0.8771929824561403,5.578947368421052,0.7401066430140575,33.345
Assembly,blackbird,0,0.0,0.0,0.0,0.001
Assembly,blackbird,90,1.8854748603351956,3.1075418994413404,4.99185478240633,4.296
Assembly,blackbird,180,0.7436650752846126,2.2199779654792504,2.1252222002765158,10.892
Assembly,blackbird,270,0.7171949707809456,2.326899238533735,1.2981912925272816,11.294
Assembly,blackbird,360,0.7214750155874232,2.209851251447404,0.8727128082736675,11.227
Assembly,blackbird,450,0.6860918177198035,2.2564797560562426,0.701591404798449,11.806
Assembly,qubiter,0,1.131008482563619,8.086710650329877,9.217719132893496,1.061
Assembly,qubiter,90,1.2156552678394938,1.7226724649140146,2.887856368081076,60.708
Assembly,qubiter,180,0.054188081906106834,0.144829964367231,0.09880327387745785,60.899
Assembly,qubiter,270,0.08262856031884903,0.23719257315057837,0.10705569716362058,61.722
Assembly,qubiter,360,0.5554238011668169,0.43210169330740406,0.2522219844208707,63.249
Assembly,qubiter,450,0.5434966021874856,0.49057356302443667,0.21548582607694963,65.189
Assembly,qubiter,540,0.5723839496459481,0.6046117533135629,0.20529399345508287,66.092
Assembly,qubiter,630,0.6014891453860416,0.6535195263441181,0.18828902387596344,66.884
Assembly,qubiter,720,0.6864755609979198,0.7816349714521769,0.19375565875171588,67.781
Assembly,qubiter,810,0.8381784333381068,1.001002434483746,0.22013489540035824,69.83
Assembly,qubiter,900,0.5497376075107413,0.7467074226273559,0.233623453962437,128.243
Assembly,qmasm,0,0.0,0.0,0.0,0.001
Assembly,qmasm,90,0.4298450435151772,5.957333899384419,6.386840010612895,18.844
Assembly,qmasm,180,0.0,0.5339379754242247,0.27825070515589667,20.508
Assembly,qmasm,270,0.04325467390781949,0.591147210073533,0.21941489361702127,20.807
Assembly,qmasm,360,0.04228131166024617,0.4805975758714648,0.13665496156962895,21.286
Assembly,qmasm,450,0.05601194921583271,0.568521284540702,0.1300670749489647,21.424
Assembly,qmasm,540,0.05601194921583271,0.568521284540702,0.10764799588073438,21.424
Assembly,qmasm,630,0.05406866720735334,0.7312787239794539,0.11898585549669598,22.194
Assembly,qmasm,720,0.040313549832026875,0.7767077267637178,0.1080485507632706,22.325
Assembly,qmasm,810,0.03986534372785259,0.8385010630758327,0.10361097032744829,22.576
Assembly,qmasm,900,0.03934254240251792,0.9560237803811855,0.10627027279303665,22.876
Assembly,qmasm,990,0.034638032559750606,0.803602355386214,0.09065632180080582,25.983
Assembly,qmasm,1080,0.11875202418223038,1.1151894634567634,0.127930099202722,27.789
Assembly,qmasm,1170,0.08619141677141319,1.1528101993176512,0.11660053670044139,27.845
