Category,Project,Snapshots,TDR_Bugs,TDR_Smells,Overral_debts,KLOC
Cryptography,pqm4,0,0.0,0.0,0.0,0.001
Cryptography,pqm4,90,0.0,18.423913043478258,18.324324324324323,0.184
Cryptography,pqm4,180,0.0,9.237057220708447,6.141304347826087,0.367
Cryptography,pqm4,270,0.0,9.71590909090909,3.7831858407079646,0.352
Cryptography,pqm4,360,0.0,0.0,0.0,0.352
Cryptography,pqm4,450,0.0,0.0,0.0,0.352
Cryptography,pqm4,540,0.0,0.0,0.0,0.352
Cryptography,pqm4,630,0.0,0.0,0.0,0.352
Cryptography,pqm4,720,0.0,0.0,0.0,0.352
Cryptography,QRL,0,0.0,0.0,0.0,0.001
Cryptography,QRL,90,0.6029246843805866,7.367006806497819,7.969842997046478,90.061
Cryptography,QRL,180,0.02608242044861763,0.6823813249869588,0.35803337031382154,92.016
Cryptography,QRL,270,0.10616735836309237,0.6579159025834057,0.25878319234946084,93.249
Cryptography,QRL,360,0.019484673995230618,0.6854533821904263,0.19213443069078034,103.158
Cryptography,QRL,450,0.10784099595937535,0.3259801244949219,0.09761061820058194,109.884
Cryptography,QRL,540,0.11247452338815872,0.6589950262943796,0.15138348507890112,119.227
Cryptography,QRL,630,0.10702346499490938,0.9098197035409936,0.1731994237609837,124.739
Cryptography,QRL,720,0.10578614558075405,1.0771169115199923,0.17387799886550662,126.198
Cryptography,QRL,810,0.10566139283085471,1.0967415134510516,0.1542522946958005,126.347
Cryptography,QRL,900,0.1056204310262983,1.1150669324978637,0.13884039608522095,126.396
Cryptography,QRL,990,0.10561792419243823,1.1150404670923029,0.12466115902801624,126.399
Cryptography,QRL,1080,0.10250518158060737,1.2233035955663694,0.1287897411731064,133.164
Cryptography,QRL,1170,0.10015379421583705,1.2380809482726283,0.11859315725859532,133.295
Cryptography,codecrypt,0,0.0,0.0,0.0,0.001
Cryptography,codecrypt,90,0.0,0.0,0.0,0.001
Cryptography,codecrypt,180,0.0,0.0,0.0,0.001
Cryptography,codecrypt,270,0.0,0.0,0.0,0.001
Cryptography,codecrypt,360,0.0,0.0,0.0,0.001
Cryptography,codecrypt,450,0.0,0.0,0.0,0.001
Cryptography,codecrypt,540,0.0,0.0,0.0,0.001
Cryptography,codecrypt,630,0.0,0.0,0.0,0.001
Cryptography,codecrypt,720,0.0,0.0,0.0,0.001
Cryptography,codecrypt,810,0.0,0.0,0.0,0.001
Cryptography,codecrypt,900,0.0,0.0,0.0,0.001
Cryptography,codecrypt,990,0.0,0.0,0.0,0.001
Cryptography,codecrypt,1080,0.0,0.0,0.0,0.001
Cryptography,codecrypt,1170,0.0,0.0,0.0,0.001
Cryptography,codecrypt,1260,0.0,0.0,0.0,0.001
Cryptography,codecrypt,1350,0.0,0.0,0.0,0.001
Cryptography,codecrypt,1440,0.0,0.0,0.0,0.001
Cryptography,codecrypt,1530,0.0,0.0,0.0,0.001
Cryptography,codecrypt,1620,0.0,0.0,0.0,0.001
Cryptography,quantum,0,0.0,0.0,0.0,0.001
Cryptography,quantum,90,0.0,0.0,0.0,0.001
Cryptography,quantum,180,0.0,0.0,0.0,0.001
Cryptography,quantum,270,0.0,0.0,0.0,0.001
Cryptography,quantum,360,0.0,0.0,0.0,0.001
Cryptography,quantum,450,0.0,0.0,0.0,0.001
Cryptography,quantum,540,0.0,0.0,0.0,0.001
Cryptography,quantum,630,0.0,0.0,0.0,0.001
Cryptography,quantum,720,0.0,0.0,0.0,0.001
Cryptography,quantum,810,0.0,0.0,0.0,0.001
Cryptography,quantum,900,0.0,0.0,0.0,0.001
